#ies_format_version: 1.0
#file: 20250717_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250717;	121947;	1752734987.000;	    err32
20250717;	121952;	1752734992.000;	    err32
20250717;	121957;	1752734997.000;	    err32
20250717;	122002;	1752735002.000;	    err32
20250717;	122007;	1752735007.000;	    err32
20250717;	122012;	1752735012.000;	    err32
20250717;	122017;	1752735017.000;	    err32
20250717;	122022;	1752735022.000;	    err32
20250717;	122027;	1752735027.000;	    err32
20250717;	122032;	1752735032.000;	    err32
20250717;	122037;	1752735037.000;	    err32
20250717;	122042;	1752735042.000;	    err32
20250717;	122047;	1752735047.000;	    err32
20250717;	122052;	1752735052.000;	    err32
20250717;	122057;	1752735057.000;	    err32
20250717;	122102;	1752735062.000;	    err32
20250717;	122107;	1752735067.000;	    err32
20250717;	122112;	1752735072.000;	    err32
20250717;	122117;	1752735077.000;	    err32
20250717;	122122;	1752735082.000;	    err32
20250717;	122127;	1752735087.000;	    err32
20250717;	122132;	1752735092.000;	    err32
20250717;	122137;	1752735097.000;	    err32
20250717;	122142;	1752735102.000;	    err32
20250717;	122147;	1752735107.000;	    err32
20250717;	122152;	1752735112.000;	    err32
20250717;	122157;	1752735117.000;	    err32
20250717;	122202;	1752735122.000;	    err32
20250717;	122207;	1752735127.000;	    err32
20250717;	122212;	1752735132.000;	    err32
20250717;	122217;	1752735137.000;	    err32
20250717;	122222;	1752735142.000;	    err32
20250717;	122227;	1752735147.000;	    err32
20250717;	122232;	1752735152.000;	    err32
20250717;	122237;	1752735157.000;	    err32
20250717;	122242;	1752735162.000;	    err32
20250717;	122247;	1752735167.000;	    err32
20250717;	122252;	1752735172.000;	    err32
20250717;	122257;	1752735177.000;	    err32
20250717;	122302;	1752735182.000;	    err32
20250717;	122307;	1752735187.000;	    err32
20250717;	122312;	1752735192.000;	    err32
20250717;	122317;	1752735197.000;	    err32
20250717;	122322;	1752735202.000;	    err32
20250717;	122327;	1752735207.000;	    err32
20250717;	122332;	1752735212.000;	    err32
20250717;	122337;	1752735217.000;	    err32
20250717;	122342;	1752735222.000;	    err32
20250717;	122347;	1752735227.000;	    err32
20250717;	122352;	1752735232.000;	    err32
20250717;	122357;	1752735237.000;	    err32
20250717;	122402;	1752735242.000;	    err32
20250717;	122407;	1752735247.000;	    err32
20250717;	122412;	1752735252.000;	    err32
20250717;	122417;	1752735257.000;	    err32
20250717;	122422;	1752735262.000;	    err32
20250717;	122427;	1752735267.000;	    err32
20250717;	122432;	1752735272.000;	    err32
20250717;	122437;	1752735277.000;	    err32
20250717;	122442;	1752735282.000;	    err32
20250717;	122447;	1752735287.000;	    err32
20250717;	122452;	1752735292.000;	    err32
20250717;	122457;	1752735297.000;	    err32
20250717;	122502;	1752735302.000;	    err32
20250717;	122507;	1752735307.000;	    err32
20250717;	122512;	1752735312.000;	    err32
20250717;	122517;	1752735317.000;	    err32
20250717;	122522;	1752735322.000;	    err32
20250717;	122527;	1752735327.000;	    err32
20250717;	122532;	1752735332.000;	    err32
20250717;	122537;	1752735337.000;	    err32
20250717;	122542;	1752735342.000;	    err32
20250717;	122547;	1752735347.000;	    err32
20250717;	122552;	1752735352.000;	    err32
20250717;	122557;	1752735357.000;	    err32
20250717;	122602;	1752735362.000;	    err32
20250717;	122607;	1752735367.000;	    err32
20250717;	122612;	1752735372.000;	    err32
20250717;	122617;	1752735377.000;	    err32
20250717;	122622;	1752735382.000;	    err32
20250717;	122627;	1752735387.000;	    err32
20250717;	122632;	1752735392.000;	    err32
20250717;	122637;	1752735397.000;	    err32
20250717;	122642;	1752735402.000;	    err32
20250717;	122647;	1752735407.000;	    err32
20250717;	122652;	1752735412.000;	    err32
20250717;	122657;	1752735417.000;	    err32
20250717;	122702;	1752735422.000;	    err32
20250717;	122707;	1752735427.000;	    err32
20250717;	122712;	1752735432.000;	    err32
20250717;	122717;	1752735437.000;	    err32
20250717;	122722;	1752735442.000;	    err32
20250717;	122727;	1752735447.000;	    err32
20250717;	122732;	1752735452.000;	    err32
20250717;	122737;	1752735457.000;	    err32
20250717;	122742;	1752735462.000;	    err32
20250717;	122747;	1752735467.000;	    err32
20250717;	122752;	1752735472.000;	    err32
20250717;	122757;	1752735477.000;	    err32
20250717;	122802;	1752735482.000;	    err32
20250717;	122807;	1752735487.000;	    err32
20250717;	122812;	1752735492.000;	    err32
20250717;	122817;	1752735497.000;	    err32
20250717;	122822;	1752735502.000;	    err32
20250717;	122827;	1752735507.000;	    err32
20250717;	122832;	1752735512.000;	    err32
20250717;	122837;	1752735517.000;	    err32
20250717;	122842;	1752735522.000;	    err32
20250717;	122847;	1752735527.000;	    err32
20250717;	122852;	1752735532.000;	    err32
20250717;	122857;	1752735537.000;	    err32
20250717;	122902;	1752735542.000;	    err32
20250717;	122907;	1752735547.000;	    err32
20250717;	122912;	1752735552.000;	    err32
20250717;	122917;	1752735557.000;	    err32
20250717;	122922;	1752735562.000;	    err32
20250717;	122927;	1752735567.000;	    err32
20250717;	122932;	1752735572.000;	    err32
20250717;	122937;	1752735577.000;	    err32
20250717;	122942;	1752735582.000;	    err32
20250717;	122947;	1752735587.000;	    err32
20250717;	122952;	1752735592.000;	    err32
20250717;	122957;	1752735597.000;	    err32
20250717;	123002;	1752735602.000;	    err32
20250717;	123007;	1752735607.000;	    err32
20250717;	123012;	1752735612.000;	    err32
20250717;	123017;	1752735617.000;	    err32
20250717;	123022;	1752735622.000;	    err32
20250717;	123027;	1752735627.000;	    err32
20250717;	123032;	1752735632.000;	    err32
20250717;	123037;	1752735637.000;	    err32
20250717;	123042;	1752735642.000;	    err32
20250717;	123047;	1752735647.000;	    err32
20250717;	123052;	1752735652.000;	    err32
20250717;	123057;	1752735657.000;	    err32
20250717;	123102;	1752735662.000;	    err32
20250717;	123107;	1752735667.000;	    err32
20250717;	123112;	1752735672.000;	    err32
20250717;	123117;	1752735677.000;	    err32
20250717;	123122;	1752735682.000;	    err32
20250717;	123127;	1752735687.000;	    err32
20250717;	123132;	1752735692.000;	    err32
20250717;	123137;	1752735697.000;	    err32
20250717;	123142;	1752735702.000;	    err32
20250717;	123147;	1752735707.000;	    err32
20250717;	123152;	1752735712.000;	    err32
20250717;	123157;	1752735717.000;	    err32
20250717;	123202;	1752735722.000;	    err32
20250717;	123207;	1752735727.000;	    err32
20250717;	123212;	1752735732.000;	    err32
20250717;	123217;	1752735737.000;	    err32
20250717;	123222;	1752735742.000;	    err32
20250717;	123227;	1752735747.000;	    err32
20250717;	123232;	1752735752.000;	    err32
20250717;	123237;	1752735757.000;	    err32
20250717;	123242;	1752735762.000;	    err32
20250717;	123247;	1752735767.000;	    err32
20250717;	123252;	1752735772.000;	    err32
20250717;	123257;	1752735777.000;	    err32
20250717;	123302;	1752735782.000;	    err32
20250717;	123307;	1752735787.000;	    err32
20250717;	123312;	1752735792.000;	    err32
20250717;	123317;	1752735797.000;	    err32
20250717;	123322;	1752735802.000;	    err32
20250717;	123327;	1752735807.000;	    err32
20250717;	123332;	1752735812.000;	    err32
20250717;	123337;	1752735817.000;	    err32
20250717;	123342;	1752735822.000;	    err32
20250717;	123347;	1752735827.000;	    err32
20250717;	123352;	1752735832.000;	    err32
20250717;	123357;	1752735837.000;	    err32
20250717;	123402;	1752735842.000;	    err32
20250717;	123407;	1752735847.000;	    err32
20250717;	123412;	1752735852.000;	    err32
20250717;	123417;	1752735857.000;	    err32
20250717;	123422;	1752735862.000;	    err32
20250717;	123427;	1752735867.000;	    err32
20250717;	123432;	1752735872.000;	    err32
20250717;	123437;	1752735877.000;	    err32
20250717;	123442;	1752735882.000;	    err32
20250717;	123447;	1752735887.000;	    err32
20250717;	123452;	1752735892.000;	    err32
20250717;	123457;	1752735897.000;	    err32
20250717;	123502;	1752735902.000;	    err32
20250717;	123507;	1752735907.000;	    err32
20250717;	123512;	1752735912.000;	    err32
20250717;	123517;	1752735917.000;	    err32
20250717;	123522;	1752735922.000;	    err32
20250717;	123527;	1752735927.000;	    err32
20250717;	123532;	1752735932.000;	    err32
20250717;	123537;	1752735937.000;	    err32
20250717;	123542;	1752735942.000;	    err32
20250717;	123547;	1752735947.000;	    err32
20250717;	123552;	1752735952.000;	    err32
20250717;	123557;	1752735957.000;	    err32
20250717;	123602;	1752735962.000;	    err32
20250717;	123607;	1752735967.000;	    err32
20250717;	123612;	1752735972.000;	    err32
20250717;	123617;	1752735977.000;	    err32
20250717;	123622;	1752735982.000;	    err32
20250717;	123627;	1752735987.000;	    err32
20250717;	123632;	1752735992.000;	    err32
20250717;	123637;	1752735997.000;	    err32
20250717;	123642;	1752736002.000;	    err32
20250717;	123647;	1752736007.000;	    err32
20250717;	123652;	1752736012.000;	    err32
20250717;	123657;	1752736017.000;	    err32
20250717;	123702;	1752736022.000;	    err32
20250717;	123707;	1752736027.000;	    err32
20250717;	123712;	1752736032.000;	    err32
20250717;	123717;	1752736037.000;	    err32
20250717;	123722;	1752736042.000;	    err32
20250717;	123727;	1752736047.000;	    err32
20250717;	123732;	1752736052.000;	    err32
20250717;	123737;	1752736057.000;	    err32
20250717;	123742;	1752736062.000;	    err32
20250717;	123747;	1752736067.000;	    err32
20250717;	123752;	1752736072.000;	    err32
20250717;	123757;	1752736077.000;	    err32
20250717;	123802;	1752736082.000;	    err32
20250717;	123807;	1752736087.000;	    err32
20250717;	123812;	1752736092.000;	    err32
20250717;	123817;	1752736097.000;	    err32
20250717;	123822;	1752736102.000;	    err32
20250717;	123827;	1752736107.000;	    err32
20250717;	123832;	1752736112.000;	    err32
20250717;	123837;	1752736117.000;	    err32
20250717;	123842;	1752736122.000;	    err32
20250717;	123847;	1752736127.000;	    err32
20250717;	123852;	1752736132.000;	    err32
20250717;	123857;	1752736137.000;	    err32
20250717;	123902;	1752736142.000;	    err32
20250717;	123907;	1752736147.000;	    err32
20250717;	123912;	1752736152.000;	    err32
20250717;	123917;	1752736157.000;	    err32
20250717;	123922;	1752736162.000;	    err32
20250717;	123927;	1752736167.000;	    err32
20250717;	123932;	1752736172.000;	    err32
20250717;	123937;	1752736177.000;	    err32
20250717;	123942;	1752736182.000;	    err32
20250717;	123947;	1752736187.000;	    err32
20250717;	123952;	1752736192.000;	    err32
20250717;	123957;	1752736197.000;	    err32
20250717;	124002;	1752736202.000;	    err32
20250717;	124007;	1752736207.000;	    err32
20250717;	124012;	1752736212.000;	    err32
20250717;	124017;	1752736217.000;	    err32
20250717;	124022;	1752736222.000;	    err32
20250717;	124027;	1752736227.000;	    err32
20250717;	124032;	1752736232.000;	    err32
20250717;	124037;	1752736237.000;	    err32
20250717;	124042;	1752736242.000;	    err32
20250717;	124047;	1752736247.000;	    err32
20250717;	124052;	1752736252.000;	    err32
20250717;	124057;	1752736257.000;	    err32
20250717;	124102;	1752736262.000;	    err32
20250717;	124107;	1752736267.000;	    err32
20250717;	124112;	1752736272.000;	    err32
20250717;	124117;	1752736277.000;	    err32
20250717;	124122;	1752736282.000;	    err32
20250717;	124127;	1752736287.000;	    err32
20250717;	124132;	1752736292.000;	    err32
20250717;	124137;	1752736297.000;	    err32
20250717;	124142;	1752736302.000;	    err32
20250717;	124147;	1752736307.000;	    err32
20250717;	124152;	1752736312.000;	    err32
20250717;	124157;	1752736317.000;	    err32
20250717;	124202;	1752736322.000;	    err32
20250717;	124207;	1752736327.000;	    err32
20250717;	124212;	1752736332.000;	    err32
20250717;	124217;	1752736337.000;	    err32
20250717;	124222;	1752736342.000;	    err32
20250717;	124227;	1752736347.000;	    err32
20250717;	124232;	1752736352.000;	    err32
20250717;	124237;	1752736357.000;	    err32
20250717;	124242;	1752736362.000;	    err32
20250717;	124247;	1752736367.000;	    err32
20250717;	124252;	1752736372.000;	    err32
20250717;	124257;	1752736377.000;	    err32
20250717;	124302;	1752736382.000;	    err32
20250717;	124307;	1752736387.000;	    err32
20250717;	124312;	1752736392.000;	    err32
20250717;	124317;	1752736397.000;	    err32
20250717;	124322;	1752736402.000;	    err32
20250717;	124327;	1752736407.000;	    err32
20250717;	124332;	1752736412.000;	    err32
20250717;	124337;	1752736417.000;	    err32
20250717;	124342;	1752736422.000;	    err32
20250717;	124347;	1752736427.000;	    err32
20250717;	124352;	1752736432.000;	    err32
20250717;	124357;	1752736437.000;	    err32
20250717;	124402;	1752736442.000;	    err32
20250717;	124407;	1752736447.000;	    err32
20250717;	124412;	1752736452.000;	    err32
20250717;	124417;	1752736457.000;	    err32
20250717;	124422;	1752736462.000;	    err32
20250717;	124427;	1752736467.000;	    err32
20250717;	124432;	1752736472.000;	    err32
20250717;	124437;	1752736477.000;	    err32
20250717;	124442;	1752736482.000;	    err32
20250717;	124447;	1752736487.000;	    err32
20250717;	124452;	1752736492.000;	    err32
20250717;	124457;	1752736497.000;	    err32
20250717;	124502;	1752736502.000;	    err32
20250717;	124507;	1752736507.000;	    err32
20250717;	124512;	1752736512.000;	    err32
20250717;	124517;	1752736517.000;	    err32
20250717;	124522;	1752736522.000;	    err32
20250717;	124527;	1752736527.000;	    err32
20250717;	124532;	1752736532.000;	    err32
20250717;	124537;	1752736537.000;	    err32
20250717;	124542;	1752736542.000;	    err32
20250717;	124547;	1752736547.000;	    err32
20250717;	124552;	1752736552.000;	    err32
20250717;	124557;	1752736557.000;	    err32
20250717;	124602;	1752736562.000;	    err32
20250717;	124607;	1752736567.000;	    err32
20250717;	124612;	1752736572.000;	    err32
20250717;	124617;	1752736577.000;	    err32
20250717;	124622;	1752736582.000;	    err32
20250717;	124627;	1752736587.000;	    err32
20250717;	124632;	1752736592.000;	    err32
20250717;	124637;	1752736597.000;	    err32
20250717;	124642;	1752736602.000;	    err32
20250717;	124647;	1752736607.000;	    err32
20250717;	124652;	1752736612.000;	    err32
20250717;	124657;	1752736617.000;	    err32
20250717;	124702;	1752736622.000;	    err32
20250717;	124707;	1752736627.000;	    err32
20250717;	124712;	1752736632.000;	    err32
20250717;	124717;	1752736637.000;	    err32
20250717;	124722;	1752736642.000;	    err32
20250717;	124727;	1752736647.000;	    err32
20250717;	124732;	1752736652.000;	    err32
20250717;	124737;	1752736657.000;	    err32
20250717;	124742;	1752736662.000;	    err32
20250717;	124747;	1752736667.000;	    err32
20250717;	124752;	1752736672.000;	    err32
20250717;	124757;	1752736677.000;	    err32
20250717;	124802;	1752736682.000;	    err32
20250717;	124807;	1752736687.000;	    err32
20250717;	124812;	1752736692.000;	    err32
20250717;	124817;	1752736697.000;	    err32
20250717;	124822;	1752736702.000;	    err32
20250717;	124827;	1752736707.000;	    err32
20250717;	124832;	1752736712.000;	    err32
20250717;	124837;	1752736717.000;	    err32
20250717;	124842;	1752736722.000;	    err32
20250717;	124847;	1752736727.000;	    err32
20250717;	124852;	1752736732.000;	    err32
20250717;	124857;	1752736737.000;	    err32
20250717;	124902;	1752736742.000;	    err32
20250717;	124907;	1752736747.000;	    err32
20250717;	124912;	1752736752.000;	    err32
20250717;	124917;	1752736757.000;	    err32
20250717;	124922;	1752736762.000;	    err32
20250717;	124927;	1752736767.000;	    err32
20250717;	124932;	1752736772.000;	    err32
20250717;	124937;	1752736777.000;	    err32
20250717;	124942;	1752736782.000;	    err32
20250717;	124947;	1752736787.000;	    err32
20250717;	124952;	1752736792.000;	    err32
20250717;	124957;	1752736797.000;	    err32
20250717;	125002;	1752736802.000;	    err32
20250717;	125007;	1752736807.000;	    err32
20250717;	125012;	1752736812.000;	    err32
20250717;	125017;	1752736817.000;	    err32
20250717;	125022;	1752736822.000;	    err32
20250717;	125027;	1752736827.000;	    err32
20250717;	125032;	1752736832.000;	    err32
20250717;	125037;	1752736837.000;	    err32
20250717;	125042;	1752736842.000;	    err32
20250717;	125047;	1752736847.000;	    err32
20250717;	125052;	1752736852.000;	    err32
20250717;	125057;	1752736857.000;	    err32
20250717;	125102;	1752736862.000;	    err32
20250717;	125107;	1752736867.000;	    err32
20250717;	125112;	1752736872.000;	    err32
20250717;	125117;	1752736877.000;	    err32
20250717;	125122;	1752736882.000;	    err32
20250717;	125127;	1752736887.000;	    err32
20250717;	125132;	1752736892.000;	    err32
20250717;	125137;	1752736897.000;	    err32
20250717;	125142;	1752736902.000;	    err32
20250717;	125147;	1752736907.000;	    err32
20250717;	125152;	1752736912.000;	    err32
20250717;	125157;	1752736917.000;	    err32
20250717;	125202;	1752736922.000;	    err32
20250717;	125207;	1752736927.000;	    err32
20250717;	125212;	1752736932.000;	    err32
20250717;	125217;	1752736937.000;	    err32
20250717;	125222;	1752736942.000;	    err32
20250717;	125227;	1752736947.000;	    err32
20250717;	125232;	1752736952.000;	    err32
20250717;	125237;	1752736957.000;	    err32
20250717;	125242;	1752736962.000;	    err32
20250717;	125247;	1752736967.000;	    err32
20250717;	125252;	1752736972.000;	    err32
20250717;	125257;	1752736977.000;	    err32
20250717;	125302;	1752736982.000;	    err32
20250717;	125307;	1752736987.000;	    err32
20250717;	125312;	1752736992.000;	    err32
20250717;	125317;	1752736997.000;	    err32
20250717;	125322;	1752737002.000;	    err32
20250717;	125327;	1752737007.000;	    err32
20250717;	125332;	1752737012.000;	    err32
20250717;	125337;	1752737017.000;	    err32
20250717;	125342;	1752737022.000;	    err32
20250717;	125347;	1752737027.000;	    err32
20250717;	125352;	1752737032.000;	    err32
20250717;	125357;	1752737037.000;	    err32
20250717;	125402;	1752737042.000;	    err32
20250717;	125407;	1752737047.000;	    err32
20250717;	125412;	1752737052.000;	    err32
20250717;	125417;	1752737057.000;	    err32
20250717;	125422;	1752737062.000;	    err32
20250717;	125427;	1752737067.000;	    err32
20250717;	125432;	1752737072.000;	    err32
20250717;	125437;	1752737077.000;	    err32
20250717;	125442;	1752737082.000;	    err32
20250717;	125447;	1752737087.000;	    err32
20250717;	125452;	1752737092.000;	    err32
20250717;	125457;	1752737097.000;	    err32
20250717;	125502;	1752737102.000;	    err32
20250717;	125507;	1752737107.000;	    err32
20250717;	125512;	1752737112.000;	    err32
20250717;	125517;	1752737117.000;	    err32
20250717;	125522;	1752737122.000;	    err32
20250717;	125527;	1752737127.000;	    err32
20250717;	125532;	1752737132.000;	    err32
20250717;	125537;	1752737137.000;	    err32
20250717;	125542;	1752737142.000;	    err32
20250717;	125547;	1752737147.000;	    err32
20250717;	125552;	1752737152.000;	    err32
20250717;	125557;	1752737157.000;	    err32
20250717;	125602;	1752737162.000;	    err32
20250717;	125607;	1752737167.000;	    err32
20250717;	125612;	1752737172.000;	    err32
20250717;	125617;	1752737177.000;	    err32
20250717;	125622;	1752737182.000;	    err32
20250717;	125627;	1752737187.000;	    err32
20250717;	125632;	1752737192.000;	    err32
20250717;	125637;	1752737197.000;	    err32
20250717;	125642;	1752737202.000;	    err32
20250717;	125647;	1752737207.000;	    err32
20250717;	125652;	1752737212.000;	    err32
20250717;	125657;	1752737217.000;	    err32
20250717;	125702;	1752737222.000;	    err32
20250717;	125707;	1752737227.000;	    err32
20250717;	125712;	1752737232.000;	    err32
20250717;	125717;	1752737237.000;	    err32
20250717;	125722;	1752737242.000;	    err32
20250717;	125727;	1752737247.000;	    err32
20250717;	125732;	1752737252.000;	    err32
20250717;	125737;	1752737257.000;	    err32
20250717;	125742;	1752737262.000;	    err32
20250717;	125747;	1752737267.000;	    err32
20250717;	125752;	1752737272.000;	    err32
20250717;	125757;	1752737277.000;	    err32
20250717;	125802;	1752737282.000;	    err32
20250717;	125807;	1752737287.000;	    err32
20250717;	125812;	1752737292.000;	    err32
20250717;	125817;	1752737297.000;	    err32
20250717;	125822;	1752737302.000;	    err32
20250717;	125827;	1752737307.000;	    err32
20250717;	125832;	1752737312.000;	    err32
20250717;	125837;	1752737317.000;	    err32
20250717;	125842;	1752737322.000;	    err32
20250717;	125847;	1752737327.000;	    err32
20250717;	125852;	1752737332.000;	    err32
20250717;	125857;	1752737337.000;	    err32
20250717;	125902;	1752737342.000;	    err32
20250717;	125907;	1752737347.000;	    err32
20250717;	125912;	1752737352.000;	    err32
20250717;	125917;	1752737357.000;	    err32
20250717;	125922;	1752737362.000;	    err32
20250717;	125927;	1752737367.000;	    err32
20250717;	125932;	1752737372.000;	    err32
20250717;	125937;	1752737377.000;	    err32
20250717;	125942;	1752737382.000;	    err32
20250717;	125947;	1752737387.000;	    err32
20250717;	125952;	1752737392.000;	    err32
20250717;	125957;	1752737397.000;	    err32
20250717;	130002;	1752737402.000;	    err32
20250717;	130007;	1752737407.000;	    err32
20250717;	130012;	1752737412.000;	    err32
20250717;	130017;	1752737417.000;	    err32
20250717;	130022;	1752737422.000;	    err32
20250717;	130027;	1752737427.000;	    err32
20250717;	130032;	1752737432.000;	    err32
20250717;	130037;	1752737437.000;	    err32
20250717;	130042;	1752737442.000;	    err32
20250717;	130047;	1752737447.000;	    err32
20250717;	130052;	1752737452.000;	    err32
20250717;	130057;	1752737457.000;	    err32
20250717;	130102;	1752737462.000;	    err32
20250717;	130107;	1752737467.000;	    err32
20250717;	130112;	1752737472.000;	    err32
20250717;	130117;	1752737477.000;	    err32
20250717;	130122;	1752737482.000;	    err32
20250717;	130127;	1752737487.000;	    err32
20250717;	130132;	1752737492.000;	    err32
20250717;	130137;	1752737497.000;	    err32
20250717;	130142;	1752737502.000;	    err32
20250717;	130147;	1752737507.000;	    err32
20250717;	130152;	1752737512.000;	    err32
20250717;	130157;	1752737517.000;	    err32
20250717;	130202;	1752737522.000;	    err32
20250717;	130207;	1752737527.000;	    err32
20250717;	130212;	1752737532.000;	    err32
20250717;	130217;	1752737537.000;	    err32
20250717;	130222;	1752737542.000;	    err32
20250717;	130227;	1752737547.000;	    err32
20250717;	130232;	1752737552.000;	    err32
20250717;	130237;	1752737557.000;	    err32
20250717;	130242;	1752737562.000;	    err32
20250717;	130247;	1752737567.000;	    err32
20250717;	130252;	1752737572.000;	    err32
20250717;	130257;	1752737577.000;	    err32
20250717;	130302;	1752737582.000;	    err32
20250717;	130307;	1752737587.000;	    err32
20250717;	130312;	1752737592.000;	    err32
20250717;	130317;	1752737597.000;	    err32
20250717;	130322;	1752737602.000;	    err32
20250717;	130327;	1752737607.000;	    err32
20250717;	130332;	1752737612.000;	    err32
20250717;	130337;	1752737617.000;	    err32
20250717;	130342;	1752737622.000;	    err32
20250717;	130347;	1752737627.000;	    err32
20250717;	130352;	1752737632.000;	    err32
20250717;	130357;	1752737637.000;	    err32
20250717;	130402;	1752737642.000;	    err32
20250717;	130407;	1752737647.000;	    err32
20250717;	130412;	1752737652.000;	    err32
20250717;	130417;	1752737657.000;	    err32
20250717;	130422;	1752737662.000;	    err32
20250717;	130427;	1752737667.000;	    err32
20250717;	130432;	1752737672.000;	    err32
20250717;	130437;	1752737677.000;	    err32
20250717;	130442;	1752737682.000;	    err32
20250717;	130447;	1752737687.000;	    err32
20250717;	130452;	1752737692.000;	    err32
20250717;	130457;	1752737697.000;	    err32
20250717;	130502;	1752737702.000;	    err32
20250717;	130507;	1752737707.000;	    err32
20250717;	130512;	1752737712.000;	    err32
20250717;	130517;	1752737717.000;	    err32
20250717;	130522;	1752737722.000;	    err32
20250717;	130527;	1752737727.000;	    err32
20250717;	130532;	1752737732.000;	    err32
20250717;	130537;	1752737737.000;	    err32
20250717;	130542;	1752737742.000;	    err32
20250717;	130547;	1752737747.000;	    err32
20250717;	130552;	1752737752.000;	    err32
20250717;	130557;	1752737757.000;	    err32
20250717;	130602;	1752737762.000;	    err32
20250717;	130607;	1752737767.000;	    err32
20250717;	130612;	1752737772.000;	    err32
20250717;	130617;	1752737777.000;	    err32
20250717;	130622;	1752737782.000;	    err32
20250717;	130627;	1752737787.000;	    err32
20250717;	130632;	1752737792.000;	    err32
20250717;	130637;	1752737797.000;	    err32
20250717;	130642;	1752737802.000;	    err32
20250717;	130647;	1752737807.000;	    err32
20250717;	130652;	1752737812.000;	    err32
20250717;	130657;	1752737817.000;	    err32
20250717;	130702;	1752737822.000;	    err32
20250717;	130707;	1752737827.000;	    err32
20250717;	130712;	1752737832.000;	    err32
20250717;	130717;	1752737837.000;	    err32
20250717;	130722;	1752737842.000;	    err32
20250717;	130727;	1752737847.000;	    err32
20250717;	130732;	1752737852.000;	    err32
20250717;	130737;	1752737857.000;	    err32
20250717;	130742;	1752737862.000;	    err32
20250717;	130747;	1752737867.000;	    err32
20250717;	130752;	1752737872.000;	    err32
20250717;	130757;	1752737877.000;	    err32
20250717;	130802;	1752737882.000;	    err32
20250717;	130807;	1752737887.000;	    err32
20250717;	130812;	1752737892.000;	    err32
20250717;	130817;	1752737897.000;	    err32
20250717;	130822;	1752737902.000;	    err32
20250717;	130827;	1752737907.000;	    err32
20250717;	130832;	1752737912.000;	    err32
20250717;	130837;	1752737917.000;	    err32
20250717;	130842;	1752737922.000;	    err32
20250717;	130847;	1752737927.000;	    err32
20250717;	130852;	1752737932.000;	    err32
20250717;	130857;	1752737937.000;	    err32
20250717;	130902;	1752737942.000;	    err32
20250717;	130907;	1752737947.000;	    err32
20250717;	130912;	1752737952.000;	    err32
20250717;	130917;	1752737957.000;	    err32
20250717;	130922;	1752737962.000;	    err32
20250717;	130927;	1752737967.000;	    err32
20250717;	130932;	1752737972.000;	    err32
20250717;	130937;	1752737977.000;	    err32
20250717;	130942;	1752737982.000;	    err32
20250717;	130947;	1752737987.000;	    err32
20250717;	130952;	1752737992.000;	    err32
20250717;	130957;	1752737997.000;	    err32
20250717;	131002;	1752738002.000;	    err32
20250717;	131007;	1752738007.000;	    err32
20250717;	131012;	1752738012.000;	    err32
20250717;	131017;	1752738017.000;	    err32
20250717;	131022;	1752738022.000;	    err32
20250717;	131027;	1752738027.000;	    err32
20250717;	131032;	1752738032.000;	    err32
20250717;	131037;	1752738037.000;	    err32
20250717;	131042;	1752738042.000;	    err32
20250717;	131047;	1752738047.000;	    err32
20250717;	131052;	1752738052.000;	    err32
20250717;	131057;	1752738057.000;	    err32
20250717;	131102;	1752738062.000;	    err32
20250717;	131107;	1752738067.000;	    err32
20250717;	131112;	1752738072.000;	    err32
20250717;	131117;	1752738077.000;	    err32
20250717;	131122;	1752738082.000;	    err32
20250717;	131127;	1752738087.000;	    err32
20250717;	131132;	1752738092.000;	    err32
20250717;	131137;	1752738097.000;	    err32
20250717;	131142;	1752738102.000;	    err32
20250717;	131147;	1752738107.000;	    err32
20250717;	131152;	1752738112.000;	    err32
20250717;	131157;	1752738117.000;	    err32
20250717;	131202;	1752738122.000;	    err32
20250717;	131207;	1752738127.000;	    err32
20250717;	131212;	1752738132.000;	    err32
20250717;	131217;	1752738137.000;	    err32
20250717;	131222;	1752738142.000;	    err32
20250717;	131227;	1752738147.000;	    err32
20250717;	131232;	1752738152.000;	    err32
20250717;	131237;	1752738157.000;	    err32
20250717;	131242;	1752738162.000;	    err32
20250717;	131247;	1752738167.000;	    err32
20250717;	131252;	1752738172.000;	    err32
20250717;	131257;	1752738177.000;	    err32
20250717;	131302;	1752738182.000;	    err32
20250717;	131307;	1752738187.000;	    err32
20250717;	131312;	1752738192.000;	    err32
20250717;	131317;	1752738197.000;	    err32
20250717;	131322;	1752738202.000;	    err32
20250717;	131327;	1752738207.000;	    err32
20250717;	131332;	1752738212.000;	    err32
20250717;	131337;	1752738217.000;	    err32
20250717;	131342;	1752738222.000;	    err32
20250717;	131347;	1752738227.000;	    err32
20250717;	131352;	1752738232.000;	    err32
